"YearStart" "YearEnd" "Question" "DataValue"
"87529" 2013 2013 "Mortality from diseases of the heart" "9648"
"100373" 2013 2013 "Mortality from diseases of the heart" "706"
"100664" 2013 2013 "Mortality from diseases of the heart" "12472"
"100782" 2013 2013 "Mortality from diseases of the heart" "7377"
"100900" 2013 2013 "Mortality from diseases of the heart" "10755"
"101020" 2013 2013 "Mortality from diseases of the heart" "60299"
"101142" 2013 2013 "Mortality from diseases of the heart" "6456"
"101263" 2013 2013 "Mortality from diseases of the heart" "7090"
"101384" 2013 2013 "Mortality from diseases of the heart" "1340"
"101503" 2013 2013 "Mortality from diseases of the heart" "1861"
"101622" 2013 2013 "Mortality from diseases of the heart" "42656"
"101740" 2013 2013 "Mortality from diseases of the heart" "16550"
"101859" 2013 2013 "Mortality from diseases of the heart" "2521"
"101979" 2013 2013 "Mortality from diseases of the heart" "6995"
"102098" 2013 2013 "Mortality from diseases of the heart" "2495"
"102217" 2013 2013 "Mortality from diseases of the heart" "24839"
"102336" 2013 2013 "Mortality from diseases of the heart" "13773"
"102454" 2013 2013 "Mortality from diseases of the heart" "5364"
"102576" 2013 2013 "Mortality from diseases of the heart" "9971"
"102695" 2013 2013 "Mortality from diseases of the heart" "10346"
"102815" 2013 2013 "Mortality from diseases of the heart" "12023"
"102937" 2013 2013 "Mortality from diseases of the heart" "11244"
"103053" 2013 2013 "Mortality from diseases of the heart" "2807"
"103172" 2013 2013 "Mortality from diseases of the heart" "24156"
"103291" 2013 2013 "Mortality from diseases of the heart" "7714"
"103412" 2013 2013 "Mortality from diseases of the heart" "14095"
"103531" 2013 2013 "Mortality from diseases of the heart" "7715"
"103649" 2013 2013 "Mortality from diseases of the heart" "2004"
"103769" 2013 2013 "Mortality from diseases of the heart" "17830"
"103890" 2013 2013 "Mortality from diseases of the heart" "1382"
"104009" 2013 2013 "Mortality from diseases of the heart" "3381"
"104128" 2013 2013 "Mortality from diseases of the heart" "2434"
"104249" 2013 2013 "Mortality from diseases of the heart" "18460"
"104369" 2013 2013 "Mortality from diseases of the heart" "3425"
"104490" 2013 2013 "Mortality from diseases of the heart" "5434"
"104610" 2013 2013 "Mortality from diseases of the heart" "44039"
"104732" 2013 2013 "Mortality from diseases of the heart" "26878"
"104848" 2013 2013 "Mortality from diseases of the heart" "9721"
"104968" 2013 2013 "Mortality from diseases of the heart" "6523"
"105086" 2013 2013 "Mortality from diseases of the heart" "31629"
"105204" 2013 2013 "Mortality from diseases of the heart" "2364"
"105443" 2013 2013 "Mortality from diseases of the heart" "1630"
"105563" 2013 2013 "Mortality from diseases of the heart" "14803"
"105683" 2013 2013 "Mortality from diseases of the heart" "40203"
"105802" 2013 2013 "Mortality from diseases of the heart" "611105"
"105817" 2013 2013 "Mortality from diseases of the heart" "3323"
"105937" 2013 2013 "Mortality from diseases of the heart" "13663"
"106057" 2013 2013 "Mortality from diseases of the heart" "1220"
"106175" 2013 2013 "Mortality from diseases of the heart" "10524"
"106297" 2013 2013 "Mortality from diseases of the heart" "11362"
"106416" 2013 2013 "Mortality from diseases of the heart" "4666"
"106535" 2013 2013 "Mortality from diseases of the heart" "939"
