"YearStart" "YearEnd" "LocationDesc" "Question" "DataValue"
"79460" 2013 2013 "Alaska" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "40.8"
"79494" 2013 2013 "Alabama" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "37.9"
"79528" 2013 2013 "Arkansas" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "43.1"
"79563" 2013 2013 "Arizona" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "30.4"
"79597" 2013 2013 "California" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "29"
"79632" 2013 2013 "Colorado" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "33.2"
"79666" 2013 2013 "Connecticut" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "29.2"
"79699" 2013 2013 "District of Columbia" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "38.1"
"79734" 2013 2013 "Delaware" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "30.6"
"79768" 2013 2013 "Florida" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "31.1"
"79802" 2013 2013 "Georgia" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "37"
"79836" 2013 2013 "Guam" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "39.6"
"79870" 2013 2013 "Hawaii" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "19"
"79903" 2013 2013 "Iowa" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "36.5"
"79937" 2013 2013 "Idaho" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "32.7"
"79972" 2013 2013 "Illinois" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "31.8"
"80006" 2013 2013 "Indiana" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "39"
"80040" 2013 2013 "Kansas" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "36.8"
"80074" 2013 2013 "Kentucky" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "38.1"
"80108" 2013 2013 "Louisiana" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "37.2"
"80142" 2013 2013 "Massachusetts" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "29.6"
"80175" 2013 2013 "Maryland" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "34.4"
"80209" 2013 2013 "Maine" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "31.1"
"80243" 2013 2013 "Michigan" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "37.7"
"80277" 2013 2013 "Minnesota" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "29.5"
"80310" 2013 2013 "Missouri" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "42.5"
"80344" 2013 2013 "Mississippi" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "36.5"
"80378" 2013 2013 "Montana" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "31.8"
"80412" 2013 2013 "North Carolina" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "35.4"
"80447" 2013 2013 "North Dakota" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "29.8"
"80482" 2013 2013 "Nebraska" "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "31.7"
