"YearStart" "YearEnd" "LocationDesc" "Question" "DataValue"
"21335" 2013 2013 "Florida" "Current asthma prevalence among adults aged >= 18 years" "8.3"
"23384" 2013 2013 "Minnesota" "Current asthma prevalence among adults aged >= 18 years" "7.7"
"28145" 2013 2013 "Alaska" "Current asthma prevalence among adults aged >= 18 years" "9.3"
"28174" 2013 2013 "Alabama" "Current asthma prevalence among adults aged >= 18 years" "8.5"
"28208" 2013 2013 "Arkansas" "Current asthma prevalence among adults aged >= 18 years" "8.3"
"28239" 2013 2013 "Arizona" "Current asthma prevalence among adults aged >= 18 years" "8.9"
"28272" 2013 2013 "California" "Current asthma prevalence among adults aged >= 18 years" "8.7"
"28303" 2013 2013 "Colorado" "Current asthma prevalence among adults aged >= 18 years" "8.7"
"28336" 2013 2013 "Connecticut" "Current asthma prevalence among adults aged >= 18 years" "9.8"
"28371" 2013 2013 "District of Columbia" "Current asthma prevalence among adults aged >= 18 years" "11.9"
"28404" 2013 2013 "Delaware" "Current asthma prevalence among adults aged >= 18 years" "10.6"
"28468" 2013 2013 "Georgia" "Current asthma prevalence among adults aged >= 18 years" "8.4"
"28502" 2013 2013 "Guam" "Current asthma prevalence among adults aged >= 18 years" "5.3"
"28531" 2013 2013 "Hawaii" "Current asthma prevalence among adults aged >= 18 years" "9.4"
"28563" 2013 2013 "Iowa" "Current asthma prevalence among adults aged >= 18 years" "7.8"
"28596" 2013 2013 "Idaho" "Current asthma prevalence among adults aged >= 18 years" "8.5"
"28629" 2013 2013 "Illinois" "Current asthma prevalence among adults aged >= 18 years" "7.6"
"28662" 2013 2013 "Indiana" "Current asthma prevalence among adults aged >= 18 years" "10.3"
"28695" 2013 2013 "Kansas" "Current asthma prevalence among adults aged >= 18 years" "8.9"
"28728" 2013 2013 "Kentucky" "Current asthma prevalence among adults aged >= 18 years" "9.5"
"28760" 2013 2013 "Louisiana" "Current asthma prevalence among adults aged >= 18 years" "7.7"
"28793" 2013 2013 "Massachusetts" "Current asthma prevalence among adults aged >= 18 years" "11.4"
"28825" 2013 2013 "Maryland" "Current asthma prevalence among adults aged >= 18 years" "9.4"
"28858" 2013 2013 "Maine" "Current asthma prevalence among adults aged >= 18 years" "11.9"
"28891" 2013 2013 "Michigan" "Current asthma prevalence among adults aged >= 18 years" "11.5"
"28956" 2013 2013 "Missouri" "Current asthma prevalence among adults aged >= 18 years" "10.8"
"28990" 2013 2013 "Mississippi" "Current asthma prevalence among adults aged >= 18 years" "8.2"
"29022" 2013 2013 "Montana" "Current asthma prevalence among adults aged >= 18 years" "8.6"
"29055" 2013 2013 "North Carolina" "Current asthma prevalence among adults aged >= 18 years" "8.4"
"29088" 2013 2013 "North Dakota" "Current asthma prevalence among adults aged >= 18 years" "8.3"
"29121" 2013 2013 "Nebraska" "Current asthma prevalence among adults aged >= 18 years" "7.3"
"29154" 2013 2013 "New Hampshire" "Current asthma prevalence among adults aged >= 18 years" "11"
"29188" 2013 2013 "New Jersey" "Current asthma prevalence among adults aged >= 18 years" "9"
"29221" 2013 2013 "New Mexico" "Current asthma prevalence among adults aged >= 18 years" "9.2"
"29254" 2013 2013 "Nevada" "Current asthma prevalence among adults aged >= 18 years" "7.6"
"29287" 2013 2013 "New York" "Current asthma prevalence among adults aged >= 18 years" "9.7"
"29320" 2013 2013 "Ohio" "Current asthma prevalence among adults aged >= 18 years" "9.7"
"29353" 2013 2013 "Oklahoma" "Current asthma prevalence among adults aged >= 18 years" "9"
"29386" 2013 2013 "Oregon" "Current asthma prevalence among adults aged >= 18 years" "11.4"
"29419" 2013 2013 "Pennsylvania" "Current asthma prevalence among adults aged >= 18 years" "9.6"
"29452" 2013 2013 "Puerto Rico" "Current asthma prevalence among adults aged >= 18 years" "10.3"
"29485" 2013 2013 "Rhode Island" "Current asthma prevalence among adults aged >= 18 years" "12"
"29518" 2013 2013 "South Carolina" "Current asthma prevalence among adults aged >= 18 years" "8.4"
"29551" 2013 2013 "South Dakota" "Current asthma prevalence among adults aged >= 18 years" "7.9"
"29584" 2013 2013 "Tennessee" "Current asthma prevalence among adults aged >= 18 years" "7.1"
"29617" 2013 2013 "Texas" "Current asthma prevalence among adults aged >= 18 years" "7.3"
"29640" 2013 2013 "United States" "Current asthma prevalence among adults aged >= 18 years" "9"
"29663" 2013 2013 "Utah" "Current asthma prevalence among adults aged >= 18 years" "9"
"29695" 2013 2013 "Virginia" "Current asthma prevalence among adults aged >= 18 years" "8.7"
"29760" 2013 2013 "Vermont" "Current asthma prevalence among adults aged >= 18 years" "11.3"
"29793" 2013 2013 "Washington" "Current asthma prevalence among adults aged >= 18 years" "9.9"
"29825" 2013 2013 "Wisconsin" "Current asthma prevalence among adults aged >= 18 years" "10.4"
"29858" 2013 2013 "West Virginia" "Current asthma prevalence among adults aged >= 18 years" "9"
"29891" 2013 2013 "Wyoming" "Current asthma prevalence among adults aged >= 18 years" "9.1"
