"YearStart" "YearEnd" "Question" "DataValue"
"75761" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8.2"
"75792" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "14.1"
"75827" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "13"
"75860" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "9.4"
"75894" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "7.2"
"75928" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "7.1"
"75962" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8.3"
"75996" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "9.5"
"76009" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "10.7"
"76031" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8.7"
"76098" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "10.2"
"76133" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "7.6"
"76167" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "6.3"
"76201" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "9"
"76237" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "7.1"
"76271" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "7.6"
"76303" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "12.3"
"76336" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "9.2"
"76371" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "15"
"76405" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "10.7"
"76438" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8.6"
"76472" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8"
"76506" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "10.1"
"76540" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "12.7"
"76574" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "6.3"
"76609" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "11.5"
"76642" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "12.3"
"76676" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8.8"
"76710" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "10.6"
"76745" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "7.5"
"76780" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8"
"76812" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "10"
"76848" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8.5"
"76880" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8.4"
"76914" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "9.8"
"76948" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8.5"
"76982" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "11.8"
"77017" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "12.1"
"77051" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "9.1"
"77084" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "10.3"
"77118" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "5.2"
"77152" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "9.5"
"77186" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "11.8"
"77220" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "6.8"
"77256" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "14"
"77289" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "7.9"
"77313" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "9.2"
"77336" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "7"
"77371" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "9.9"
"77438" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8"
"77473" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8.1"
"77506" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8.7"
"77540" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "14.6"
"77574" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "10.7"
