"YearStart" "YearEnd" "Question" "DataValue"
"95171" 2014 2014 "Mortality from heart failure" "397"
"102562" 2014 2014 "Mortality from heart failure" "3833"
"112976" 2014 2014 "Mortality from heart failure" "5879"
"113203" 2014 2014 "Mortality from heart failure" "4778"
"113324" 2014 2014 "Mortality from heart failure" "30062"
"113443" 2014 2014 "Mortality from heart failure" "4210"
"113559" 2014 2014 "Mortality from heart failure" "3689"
"113684" 2014 2014 "Mortality from heart failure" "325"
"113799" 2014 2014 "Mortality from heart failure" "873"
"113913" 2014 2014 "Mortality from heart failure" "16716"
"114031" 2014 2014 "Mortality from heart failure" "8184"
"114155" 2014 2014 "Mortality from heart failure" "972"
"114271" 2014 2014 "Mortality from heart failure" "3922"
"114395" 2014 2014 "Mortality from heart failure" "1598"
"114511" 2014 2014 "Mortality from heart failure" "12278"
"114632" 2014 2014 "Mortality from heart failure" "8082"
"114757" 2014 2014 "Mortality from heart failure" "3277"
"114872" 2014 2014 "Mortality from heart failure" "5369"
"114990" 2014 2014 "Mortality from heart failure" "4751"
"115110" 2014 2014 "Mortality from heart failure" "6829"
"115231" 2014 2014 "Mortality from heart failure" "3785"
"115355" 2014 2014 "Mortality from heart failure" "1681"
"115476" 2014 2014 "Mortality from heart failure" "11771"
"115590" 2014 2014 "Mortality from heart failure" "6023"
"115713" 2014 2014 "Mortality from heart failure" "6739"
"115833" 2014 2014 "Mortality from heart failure" "4468"
"115948" 2014 2014 "Mortality from heart failure" "1112"
"116071" 2014 2014 "Mortality from heart failure" "9805"
"116195" 2014 2014 "Mortality from heart failure" "940"
"116309" 2014 2014 "Mortality from heart failure" "2355"
"116429" 2014 2014 "Mortality from heart failure" "1468"
"116550" 2014 2014 "Mortality from heart failure" "8009"
"116670" 2014 2014 "Mortality from heart failure" "1706"
"116795" 2014 2014 "Mortality from heart failure" "1428"
"116915" 2014 2014 "Mortality from heart failure" "16311"
"117031" 2014 2014 "Mortality from heart failure" "13873"
"117150" 2014 2014 "Mortality from heart failure" "5348"
"117274" 2014 2014 "Mortality from heart failure" "5252"
"117388" 2014 2014 "Mortality from heart failure" "16091"
"117509" 2014 2014 "Mortality from heart failure" "1448"
"117633" 2014 2014 "Mortality from heart failure" "5708"
"117748" 2014 2014 "Mortality from heart failure" "1058"
"117870" 2014 2014 "Mortality from heart failure" "6976"
"117995" 2014 2014 "Mortality from heart failure" "22732"
"118024" 2014 2014 "Mortality from heart failure" "308976"
"118123" 2014 2014 "Mortality from heart failure" "2312"
"118245" 2014 2014 "Mortality from heart failure" "6795"
"118370" 2014 2014 "Mortality from heart failure" "710"
"118490" 2014 2014 "Mortality from heart failure" "7291"
"118607" 2014 2014 "Mortality from heart failure" "6479"
"118733" 2014 2014 "Mortality from heart failure" "2726"
"118854" 2014 2014 "Mortality from heart failure" "552"
