"YearStart" "YearEnd" "LocationDesc" "Question" "DataValue"
"77592" 2014 2014 "Alaska" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "38.8"
"77628" 2014 2014 "Alabama" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "43.6"
"77662" 2014 2014 "Arkansas" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "48.4"
"77697" 2014 2014 "Arizona" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "32.6"
"77732" 2014 2014 "California" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "27.4"
"77767" 2014 2014 "Colorado" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "29.5"
"77801" 2014 2014 "Connecticut" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "32.7"
"77836" 2014 2014 "District of Columbia" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "39.1"
"77870" 2014 2014 "Delaware" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "32.5"
"77904" 2014 2014 "Florida" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "34.5"
"77939" 2014 2014 "Georgia" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "39.2"
"77973" 2014 2014 "Guam" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "41.5"
"78008" 2014 2014 "Hawaii" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "28.3"
"78034" 2014 2014 "Iowa" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "44.1"
"78069" 2014 2014 "Idaho" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "30.2"
"78103" 2014 2014 "Illinois" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "31.2"
"78137" 2014 2014 "Indiana" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "44.7"
"78172" 2014 2014 "Kansas" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "39.9"
"78206" 2014 2014 "Kentucky" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "47.1"
"78240" 2014 2014 "Louisiana" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "44.3"
"78274" 2014 2014 "Massachusetts" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "37.5"
"78308" 2014 2014 "Maryland" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "33.8"
"78342" 2014 2014 "Maine" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "44"
"78377" 2014 2014 "Michigan" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "38.9"
"78412" 2014 2014 "Minnesota" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "35.6"
"78446" 2014 2014 "Missouri" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "39"
"78481" 2014 2014 "Mississippi" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "44.7"
"78515" 2014 2014 "Montana" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "38.5"
"78548" 2014 2014 "North Carolina" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "41.5"
"78582" 2014 2014 "North Dakota" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "29.9"
"78617" 2014 2014 "Nebraska" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "38.3"
"78652" 2014 2014 "New Hampshire" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "31.9"
"78687" 2014 2014 "New Jersey" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "29.1"
"78721" 2014 2014 "New Mexico" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "34.5"
"78755" 2014 2014 "Nevada" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "34.6"
"78789" 2014 2014 "New York" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "32.2"
"78823" 2014 2014 "Ohio" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "40"
"78858" 2014 2014 "Oklahoma" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "35.8"
"78884" 2014 2014 "Oregon" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "39.7"
"78919" 2014 2014 "Pennsylvania" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "43.6"
"78952" 2014 2014 "Puerto Rico" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "12.5"
"78986" 2014 2014 "Rhode Island" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "30.9"
"79022" 2014 2014 "South Carolina" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "37"
"79055" 2014 2014 "South Dakota" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "46"
"79088" 2014 2014 "Tennessee" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "49.9"
"79122" 2014 2014 "Texas" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "28.2"
"79157" 2014 2014 "United States" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "37.5"
"79170" 2014 2014 "Utah" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "26.5"
"79204" 2014 2014 "Virginia" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "42.5"
"79272" 2014 2014 "Vermont" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "33"
"79306" 2014 2014 "Washington" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "36"
"79340" 2014 2014 "Wisconsin" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "34.8"
"79374" 2014 2014 "West Virginia" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "43.7"
"79409" 2014 2014 "Wyoming" "Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease" "39.2"
