"YearStart" "YearEnd" "LocationDesc" "Question" "DataValue"
"75744" 2014 2014 "Alaska" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "7.4"
"75758" 2014 2014 "Alabama" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "14"
"75811" 2014 2014 "Arkansas" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "14.1"
"75844" 2014 2014 "Arizona" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "10.2"
"75878" 2014 2014 "California" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8"
"75912" 2014 2014 "Colorado" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "6.8"
"75946" 2014 2014 "Connecticut" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "7.4"
"75980" 2014 2014 "District of Columbia" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "9.3"
"76015" 2014 2014 "Delaware" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "9.1"
"76049" 2014 2014 "Florida" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "10.7"
"76082" 2014 2014 "Georgia" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "10.6"
"76116" 2014 2014 "Guam" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "3.2"
"76151" 2014 2014 "Hawaii" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "5.7"
"76185" 2014 2014 "Iowa" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8.4"
"76216" 2014 2014 "Indiana" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "12.8"
"76221" 2014 2014 "Idaho" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "7.1"
"76257" 2014 2014 "Illinois" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8.7"
"76320" 2014 2014 "Kansas" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "10.4"
"76354" 2014 2014 "Kentucky" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "16.8"
"76388" 2014 2014 "Louisiana" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "10.7"
"76422" 2014 2014 "Massachusetts" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "9.4"
"76456" 2014 2014 "Maryland" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8.4"
"76490" 2014 2014 "Maine" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "10.6"
"76524" 2014 2014 "Michigan" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "12.2"
"76559" 2014 2014 "Minnesota" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "6.8"
"76592" 2014 2014 "Missouri" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "12.4"
"76607" 2014 2014 "Mississippi" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "10.5"
"76660" 2014 2014 "Montana" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "9.8"
"76694" 2014 2014 "North Carolina" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "11.7"
"76728" 2014 2014 "North Dakota" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "7.6"
"76764" 2014 2014 "Nebraska" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8.4"
"76796" 2014 2014 "New Hampshire" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "9.1"
"76831" 2014 2014 "New Jersey" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8.3"
"76846" 2014 2014 "New Mexico" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8.7"
"76898" 2014 2014 "Nevada" "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "10.9"
