"YearStart" "YearEnd" "Question" "DataValue"
"79477" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "37.5"
"79511" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "33.4"
"79546" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "39.7"
"79581" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "30.8"
"79615" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "23.5"
"79649" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "31.8"
"79683" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "29.3"
"79717" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "39.2"
"79751" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "32.2"
"79785" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "32.1"
"79819" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "37.5"
"79853" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "33.8"
"79888" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "25.3"
"79921" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "39"
"79955" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "31.6"
"79989" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "39.5"
"80023" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "39.3"
"80057" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "35.5"
"80091" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "41.9"
"80125" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "38.5"
"80159" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "32.4"
"80192" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "34.1"
"80227" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "33.2"
"80260" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "36.1"
"80293" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "38.8"
"80327" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "45.7"
"80361" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "42.2"
"80395" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "32"
"80430" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "38.5"
"80465" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "31.7"
"80499" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "31.8"
"80534" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "33.2"
"80566" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "30.4"
"80599" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "30"
"80634" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "33.3"
"80668" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "35.7"
"80702" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "41.8"
"80736" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "42.4"
"80771" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "34.9"
"80804" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "35.3"
"80835" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "12.3"
"80869" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "35.8"
"80904" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "36.7"
"80937" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "33"
"80971" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "46.8"
"81005" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "29.5"
"81019" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "34.3"
"81053" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "24.7"
"81087" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "39.9"
"81155" 2012 2012 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "34.3"
