"YearStart" "YearEnd" "Question" "DataValue"
"79444" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "37.8"
"79478" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "38.2"
"79512" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "46.4"
"79547" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "30.6"
"79582" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "29.4"
"79616" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "26.9"
"79650" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "31.1"
"79684" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "40"
"79718" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "29.7"
"79752" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "30.6"
"79786" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "37.1"
"79854" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "25.4"
"79889" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "41.6"
"79922" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "23.4"
"79956" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "33.2"
"79990" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "39.9"
"80024" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "36.6"
"80058" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "40.1"
"80092" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "39.7"
"80126" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "33.8"
"80160" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "28.9"
"80193" 2014 2014 "Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease" "40.2"
