"YearStart" "YearEnd" "LocationDesc" "Question" "DataValue"
"67795" 2010 2010 "Alaska" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "372"
"67906" 2010 2010 "Alabama" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "4751"
"68027" 2010 2010 "Arkansas" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "3013"
"68154" 2010 2010 "Arizona" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "4797"
"68273" 2010 2010 "California" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "25408"
"68393" 2010 2010 "Colorado" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "3780"
"68506" 2010 2010 "Connecticut" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "2613"
"68634" 2010 2010 "District of Columbia" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "297"
"68749" 2010 2010 "Delaware" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "857"
"68868" 2010 2010 "Florida" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "18435"
"68988" 2010 2010 "Georgia" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "6307"
"69113" 2010 2010 "Hawaii" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "568"
"69226" 2010 2010 "Iowa" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "3206"
"69346" 2010 2010 "Idaho" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "1322"
"69469" 2010 2010 "Illinois" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "9491"
"69591" 2010 2010 "Indiana" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "6514"
"69704" 2010 2010 "Kansas" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "2634"
"69827" 2010 2010 "Kentucky" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "5437"
"69940" 2010 2010 "Louisiana" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "3188"
"70059" 2010 2010 "Massachusetts" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "4209"
"70187" 2010 2010 "Maryland" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "4042"
"70302" 2010 2010 "Maine" "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "1463"
