"YearStart" "YearEnd" "LocationDesc" "Question" "DataValue"
"94477" 2012 2012 "Alaska" "Mortality from total cardiovascular disease" "955"
"94584" 2012 2012 "Alabama" "Mortality from total cardiovascular disease" "15722"
"94673" 2012 2012 "Arkansas" "Mortality from total cardiovascular disease" "9629"
"94787" 2012 2012 "Arizona" "Mortality from total cardiovascular disease" "14267"
"94905" 2012 2012 "California" "Mortality from total cardiovascular disease" "80373"
"95023" 2012 2012 "Colorado" "Mortality from total cardiovascular disease" "8643"
"95141" 2012 2012 "Connecticut" "Mortality from total cardiovascular disease" "9176"
"95261" 2012 2012 "District of Columbia" "Mortality from total cardiovascular disease" "1627"
"95382" 2012 2012 "Delaware" "Mortality from total cardiovascular disease" "2317"
"95406" 2012 2012 "North Carolina" "Mortality from total cardiovascular disease" "23527"
"95501" 2012 2012 "Florida" "Mortality from total cardiovascular disease" "54678"
"95621" 2012 2012 "Georgia" "Mortality from total cardiovascular disease" "21357"
"95738" 2012 2012 "Hawaii" "Mortality from total cardiovascular disease" "3251"
"95858" 2012 2012 "Iowa" "Mortality from total cardiovascular disease" "9148"
"95977" 2012 2012 "Idaho" "Mortality from total cardiovascular disease" "3386"
"96096" 2012 2012 "Illinois" "Mortality from total cardiovascular disease" "32158"
"96214" 2012 2012 "Indiana" "Mortality from total cardiovascular disease" "18030"
"96332" 2012 2012 "Kansas" "Mortality from total cardiovascular disease" "7569"
"96450" 2012 2012 "Kentucky" "Mortality from total cardiovascular disease" "12931"
"96565" 2012 2012 "Louisiana" "Mortality from total cardiovascular disease" "12906"
"96685" 2012 2012 "Massachusetts" "Mortality from total cardiovascular disease" "15204"
"96805" 2012 2012 "Maryland" "Mortality from total cardiovascular disease" "14234"
"96924" 2012 2012 "Maine" "Mortality from total cardiovascular disease" "3495"
"97044" 2012 2012 "Michigan" "Mortality from total cardiovascular disease" "30076"
"97164" 2012 2012 "Minnesota" "Mortality from total cardiovascular disease" "10584"
"97282" 2012 2012 "Missouri" "Mortality from total cardiovascular disease" "17870"
"97403" 2012 2012 "Mississippi" "Mortality from total cardiovascular disease" "9582"
"97523" 2012 2012 "Montana" "Mortality from total cardiovascular disease" "2508"
"97762" 2012 2012 "North Dakota" "Mortality from total cardiovascular disease" "1882"
"97882" 2012 2012 "Nebraska" "Mortality from total cardiovascular disease" "4534"
"98002" 2012 2012 "New Hampshire" "Mortality from total cardiovascular disease" "2976"
"98122" 2012 2012 "New Jersey" "Mortality from total cardiovascular disease" "23561"
"98241" 2012 2012 "New Mexico" "Mortality from total cardiovascular disease" "4363"
"98362" 2012 2012 "Nevada" "Mortality from total cardiovascular disease" "6515"
"98480" 2012 2012 "New York" "Mortality from total cardiovascular disease" "53709"
"98601" 2012 2012 "Ohio" "Mortality from total cardiovascular disease" "34834"
"98718" 2012 2012 "Oklahoma" "Mortality from total cardiovascular disease" "11828"
"98836" 2012 2012 "Oregon" "Mortality from total cardiovascular disease" "8816"
"98958" 2012 2012 "Pennsylvania" "Mortality from total cardiovascular disease" "40112"
"99080" 2012 2012 "Rhode Island" "Mortality from total cardiovascular disease" "2946"
"99203" 2012 2012 "South Carolina" "Mortality from total cardiovascular disease" "12579"
"99322" 2012 2012 "South Dakota" "Mortality from total cardiovascular disease" "2268"
"99444" 2012 2012 "Tennessee" "Mortality from total cardiovascular disease" "18871"
"99564" 2012 2012 "Texas" "Mortality from total cardiovascular disease" "51745"
"99684" 2012 2012 "United States" "Mortality from total cardiovascular disease" "787431"
"99698" 2012 2012 "Utah" "Mortality from total cardiovascular disease" "4212"
"99818" 2012 2012 "Virginia" "Mortality from total cardiovascular disease" "18074"
"99938" 2012 2012 "Vermont" "Mortality from total cardiovascular disease" "1606"
"100059" 2012 2012 "Washington" "Mortality from total cardiovascular disease" "14027"
"100178" 2012 2012 "Wisconsin" "Mortality from total cardiovascular disease" "14880"
"100298" 2012 2012 "West Virginia" "Mortality from total cardiovascular disease" "6594"
"100422" 2012 2012 "Wyoming" "Mortality from total cardiovascular disease" "1296"
