"YearStart" "YearEnd" "Question" "DataValue"
"75739" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "7.6"
"75810" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "14.3"
"75843" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "12.9"
"75877" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "9.1"
"75911" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "7"
"75945" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "7.6"
"75979" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "7.7"
"76014" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "7"
"76048" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "10.8"
"76081" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "10"
"76115" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "10.6"
"76122" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "9"
"76150" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "7.2"
"76184" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "4.8"
"76220" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8.9"
"76256" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8.2"
"76319" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "11.5"
"76353" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "9.1"
"76387" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "16"
"76403" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "11.2"
"76455" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "7.5"
"76489" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8"
"76523" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "10.4"
"76558" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "10.2"
"76591" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "6.4"
"76626" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "11.4"
"76659" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "10.1"
"76693" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "9"
"76727" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "10.2"
"76763" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "6.5"
"76795" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8"
"76827" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "7.8"
"76830" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8.2"
"76897" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "10"
"76931" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "12.7"
"76965" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "9.2"
"76999" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "11.6"
"77034" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "11.6"
"77067" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8.6"
"77101" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "9.4"
"77136" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "4.7"
"77169" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8.7"
"77203" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "10.8"
"77237" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "7.3"
"77254" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "13.2"
"77306" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8.7"
"77320" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "9"
"77349" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "9.3"
"77354" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "6.5"
"77455" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8.3"
"77489" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "8.1"
"77523" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "7.7"
"77558" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "14.6"
"77591" 2012 2012 "Prevalence of chronic obstructive pulmonary disease among adults >= 45 years" "9.9"
