"YearStart" "YearEnd" "Question" "DataValue"
"67452" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "9"
"73935" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "5.5"
"73970" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "10.3"
"74031" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "7.1"
"74065" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "4.6"
"74091" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "4.6"
"74122" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "5.9"
"74135" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "6"
"74154" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "5.8"
"74218" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "7.4"
"74248" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "6.5"
"74283" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "5.6"
"74317" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "4.7"
"74350" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "6.3"
"74384" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "4.4"
"74418" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "5"
"74452" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "8"
"74486" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "6.2"
"74520" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "10.9"
"74527" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "5.4"
"74555" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "7.5"
"74589" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "5.7"
"74656" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "7.1"
"74690" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "8.8"
"74724" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "4.3"
"74758" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "7.6"
"74793" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "8.7"
"74826" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "6.5"
"74860" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "7.4"
"74894" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "4.8"
"74928" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "5.3"
"74963" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "7.1"
"74997" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "5.9"
"75032" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "5.9"
"75064" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "6.7"
"75098" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "5.7"
"75132" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "8.3"
"75166" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "7.8"
"75201" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "6.5"
"75235" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "7.1"
"75268" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "3.8"
"75302" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "7.4"
"75336" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "8.1"
"75370" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "4.5"
"75404" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "9.5"
"75438" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "5.4"
"75462" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "6.5"
"75486" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "4"
"75520" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "6.6"
"75588" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "5.7"
"75623" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "5.6"
"75654" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "10.6"
"75657" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "5.7"
"75725" 2013 2013 "Prevalence of chronic obstructive pulmonary disease among adults >= 18" "7.1"
