"YearStart" "YearEnd" "Question" "DataValue"
"62729" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "400"
"67930" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "4881"
"68051" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "3235"
"68178" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "5061"
"68297" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "25857"
"68417" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "3769"
"68530" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "2718"
"68658" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "317"
"68774" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "870"
"68892" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "18287"
"69012" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "6375"
"69137" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "594"
"69250" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "3459"
"69347" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "9728"
"69371" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "1487"
"69615" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "7894"
"69726" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "2759"
"69851" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "5767"
"69964" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "3238"
"70083" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "4490"
"70210" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "4049"
"70326" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "1503"
"70448" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "10390"
"70566" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "4418"
"70689" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "6318"
"70806" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "3047"
"70927" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "1104"
"71047" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "9045"
"71169" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "756"
"71291" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "2023"
"71412" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "1298"
"71537" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "6443"
"71650" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "1802"
"71773" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "1971"
"71897" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "13423"
"72016" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "14086"
"72129" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "4906"
"72253" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "4131"
"72374" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "12640"
"72487" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "1163"
"72611" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "4375"
"72736" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "991"
"72848" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "7176"
"72971" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "18178"
"73067" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "268663"
"73109" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "1002"
"73228" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "5520"
"73342" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "800"
"73471" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "6260"
"73591" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "4879"
"73705" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "3175"
"73829" 2011 2011 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "605"
