"YearStart" "YearEnd" "LocationDesc" "Question" "DataValue"
"87133" 2014 2014 "Nevada" "Mortality from total cardiovascular disease" "7089"
"87969" 2014 2014 "Alabama" "Mortality from total cardiovascular disease" "16227"
"93618" 2014 2014 "Arkansas" "Mortality from total cardiovascular disease" "9708"
"94276" 2014 2014 "Alaska" "Mortality from total cardiovascular disease" "1015"
"94793" 2014 2014 "Arizona" "Mortality from total cardiovascular disease" "14489"
"94911" 2014 2014 "California" "Mortality from total cardiovascular disease" "79249"
"95029" 2014 2014 "Colorado" "Mortality from total cardiovascular disease" "9439"
"95147" 2014 2014 "Connecticut" "Mortality from total cardiovascular disease" "8981"
"95267" 2014 2014 "District of Columbia" "Mortality from total cardiovascular disease" "1657"
"95388" 2014 2014 "Delaware" "Mortality from total cardiovascular disease" "2509"
"95507" 2014 2014 "Florida" "Mortality from total cardiovascular disease" "58702"
"95626" 2014 2014 "Georgia" "Mortality from total cardiovascular disease" "22914"
"95744" 2014 2014 "Hawaii" "Mortality from total cardiovascular disease" "3416"
"95864" 2014 2014 "Iowa" "Mortality from total cardiovascular disease" "8786"
"95983" 2014 2014 "Idaho" "Mortality from total cardiovascular disease" "3587"
"96102" 2014 2014 "Illinois" "Mortality from total cardiovascular disease" "32889"
"96220" 2014 2014 "Indiana" "Mortality from total cardiovascular disease" "18204"
"96338" 2014 2014 "Kansas" "Mortality from total cardiovascular disease" "7698"
"96456" 2014 2014 "Kentucky" "Mortality from total cardiovascular disease" "12897"
"96572" 2014 2014 "Louisiana" "Mortality from total cardiovascular disease" "13681"
"96691" 2014 2014 "Massachusetts" "Mortality from total cardiovascular disease" "15419"
"96811" 2014 2014 "Maryland" "Mortality from total cardiovascular disease" "14593"
"96930" 2014 2014 "Maine" "Mortality from total cardiovascular disease" "3653"
"97050" 2014 2014 "Michigan" "Mortality from total cardiovascular disease" "31463"
"97169" 2014 2014 "Minnesota" "Mortality from total cardiovascular disease" "10792"
"97288" 2014 2014 "Missouri" "Mortality from total cardiovascular disease" "18480"
"97410" 2014 2014 "Mississippi" "Mortality from total cardiovascular disease" "9834"
"97529" 2014 2014 "Montana" "Mortality from total cardiovascular disease" "2612"
"97648" 2014 2014 "North Carolina" "Mortality from total cardiovascular disease" "24096"
"97768" 2014 2014 "North Dakota" "Mortality from total cardiovascular disease" "1882"
"97888" 2014 2014 "Nebraska" "Mortality from total cardiovascular disease" "4568"
"98007" 2014 2014 "New Hampshire" "Mortality from total cardiovascular disease" "3160"
"98128" 2014 2014 "New Jersey" "Mortality from total cardiovascular disease" "23236"
"98247" 2014 2014 "New Mexico" "Mortality from total cardiovascular disease" "4589"
"98278" 2014 2014 "Ohio" "Mortality from total cardiovascular disease" "35501"
"98486" 2014 2014 "New York" "Mortality from total cardiovascular disease" "53207"
"98724" 2014 2014 "Oklahoma" "Mortality from total cardiovascular disease" "12461"
"98842" 2014 2014 "Oregon" "Mortality from total cardiovascular disease" "9211"
"98964" 2014 2014 "Pennsylvania" "Mortality from total cardiovascular disease" "40512"
"99086" 2014 2014 "Rhode Island" "Mortality from total cardiovascular disease" "2916"
"99209" 2014 2014 "South Carolina" "Mortality from total cardiovascular disease" "13281"
"99329" 2014 2014 "South Dakota" "Mortality from total cardiovascular disease" "2313"
"99451" 2014 2014 "Tennessee" "Mortality from total cardiovascular disease" "19891"
"99570" 2014 2014 "Texas" "Mortality from total cardiovascular disease" "55138"
"99666" 2014 2014 "United States" "Mortality from total cardiovascular disease" "807775"
"99704" 2014 2014 "Utah" "Mortality from total cardiovascular disease" "4577"
"99824" 2014 2014 "Virginia" "Mortality from total cardiovascular disease" "18464"
"99944" 2014 2014 "Vermont" "Mortality from total cardiovascular disease" "1695"
"100065" 2014 2014 "Washington" "Mortality from total cardiovascular disease" "14602"
"100184" 2014 2014 "Wisconsin" "Mortality from total cardiovascular disease" "14887"
"100304" 2014 2014 "West Virginia" "Mortality from total cardiovascular disease" "6297"
"100428" 2014 2014 "Wyoming" "Mortality from total cardiovascular disease" "1308"
