"YearStart" "YearEnd" "Question" "DataValue"
"62995" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "391"
"68003" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "4805"
"68124" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "3416"
"68250" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "5556"
"68369" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "25279"
"68489" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "4553"
"68602" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "2602"
"68730" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "254"
"68846" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "862"
"68965" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "20225"
"69084" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "6761"
"69209" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "589"
"69322" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "3657"
"69443" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "1513"
"69562" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "9942"
"69685" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "8283"
"69798" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "2897"
"69923" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "6134"
"70035" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "3855"
"70156" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "4363"
"70282" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "3838"
"70399" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "1584"
"70520" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "10439"
"70638" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "4741"
"70760" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "6499"
"70880" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "2989"
"71000" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "1233"
"71119" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "9629"
"71242" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "686"
"71363" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "2144"
"71485" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "1326"
"71609" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "6130"
"71722" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "1902"
"71845" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "2346"
"71968" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "12572"
"72088" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "13676"
"72201" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "5579"
"72324" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "4094"
"72446" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "12397"
"72560" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "1163"
"72684" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "5057"
"72807" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "941"
"72920" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "7654"
"73043" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "19911"
"73076" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "277368"
"73181" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "1184"
"73300" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "5590"
"73415" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "826"
"73543" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "6025"
"73663" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "5442"
"73776" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "3202"
"73900" 2014 2014 "Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years" "632"
