"YearStart" "YearEnd" "LocationDesc" "Question" "DataValue"
"112801" 2011 2011 "Alaska" "Mortality from heart failure" "339"
"112910" 2011 2011 "Alabama" "Mortality from heart failure" "5551"
"113021" 2011 2011 "Arkansas" "Mortality from heart failure" "3946"
"113134" 2011 2011 "Arizona" "Mortality from heart failure" "4401"
"113249" 2011 2011 "California" "Mortality from heart failure" "29941"
"113372" 2011 2011 "Colorado" "Mortality from heart failure" "3629"
"113487" 2011 2011 "Connecticut" "Mortality from heart failure" "3542"
"113612" 2011 2011 "District of Columbia" "Mortality from heart failure" "314"
"113728" 2011 2011 "Delaware" "Mortality from heart failure" "694"
"113847" 2011 2011 "Florida" "Mortality from heart failure" "13874"
"113958" 2011 2011 "Georgia" "Mortality from heart failure" "7195"
"114082" 2011 2011 "Hawaii" "Mortality from heart failure" "857"
"114200" 2011 2011 "Iowa" "Mortality from heart failure" "3500"
"114323" 2011 2011 "Idaho" "Mortality from heart failure" "1565"
"114437" 2011 2011 "Illinois" "Mortality from heart failure" "11637"
"114561" 2011 2011 "Indiana" "Mortality from heart failure" "7365"
"114683" 2011 2011 "Kansas" "Mortality from heart failure" "3143"
"114801" 2011 2011 "Kentucky" "Mortality from heart failure" "5082"
"114919" 2011 2011 "Louisiana" "Mortality from heart failure" "3924"
"115038" 2011 2011 "Massachusetts" "Mortality from heart failure" "6134"
"115156" 2011 2011 "Maryland" "Mortality from heart failure" "3468"
"115284" 2011 2011 "Maine" "Mortality from heart failure" "1429"
"115404" 2011 2011 "Michigan" "Mortality from heart failure" "10887"
"115520" 2011 2011 "Minnesota" "Mortality from heart failure" "5345"
"115641" 2011 2011 "Missouri" "Mortality from heart failure" "6328"
"115760" 2011 2011 "Mississippi" "Mortality from heart failure" "4498"
"115879" 2011 2011 "Montana" "Mortality from heart failure" "1066"
"115998" 2011 2011 "North Carolina" "Mortality from heart failure" "8309"
"116123" 2011 2011 "North Dakota" "Mortality from heart failure" "1002"
"116237" 2011 2011 "Nebraska" "Mortality from heart failure" "2285"
"116356" 2011 2011 "New Hampshire" "Mortality from heart failure" "1324"
"116477" 2011 2011 "New Jersey" "Mortality from heart failure" "7741"
"116599" 2011 2011 "New Mexico" "Mortality from heart failure" "1569"
"116723" 2011 2011 "Nevada" "Mortality from heart failure" "1201"
"116843" 2011 2011 "New York" "Mortality from heart failure" "16210"
"116959" 2011 2011 "Ohio" "Mortality from heart failure" "13251"
"117079" 2011 2011 "Oklahoma" "Mortality from heart failure" "4763"
"117202" 2011 2011 "Oregon" "Mortality from heart failure" "4789"
"117317" 2011 2011 "Pennsylvania" "Mortality from heart failure" "14827"
"117437" 2011 2011 "Rhode Island" "Mortality from heart failure" "1279"
"117561" 2011 2011 "South Carolina" "Mortality from heart failure" "4680"
"117676" 2011 2011 "South Dakota" "Mortality from heart failure" "977"
"117797" 2011 2011 "Tennessee" "Mortality from heart failure" "6203"
"117902" 2011 2011 "United States" "Mortality from heart failure" "284388"
"117924" 2011 2011 "Texas" "Mortality from heart failure" "19529"
"118052" 2011 2011 "Utah" "Mortality from heart failure" "1946"
"118174" 2011 2011 "Virginia" "Mortality from heart failure" "6145"
"118298" 2011 2011 "Vermont" "Mortality from heart failure" "701"
"118416" 2011 2011 "Washington" "Mortality from heart failure" "6867"
"118534" 2011 2011 "Wisconsin" "Mortality from heart failure" "5845"
"118660" 2011 2011 "West Virginia" "Mortality from heart failure" "2818"
"118783" 2011 2011 "Wyoming" "Mortality from heart failure" "473"
