"YearStart" "YearEnd" "LocationDesc" "Question" "DataValue"
"106655" 2013 2013 "Alaska" "Mortality from coronary heart disease" "385"
"106776" 2013 2013 "Alabama" "Mortality from coronary heart disease" "5355"
"106895" 2013 2013 "Arkansas" "Mortality from coronary heart disease" "4356"
"107016" 2013 2013 "Arizona" "Mortality from coronary heart disease" "7357"
"107135" 2013 2013 "California" "Mortality from coronary heart disease" "39580"
"107257" 2013 2013 "Colorado" "Mortality from coronary heart disease" "3638"
"107377" 2013 2013 "Connecticut" "Mortality from coronary heart disease" "3762"
"107496" 2013 2013 "District of Columbia" "Mortality from coronary heart disease" "838"
"107616" 2013 2013 "Delaware" "Mortality from coronary heart disease" "1246"
"107734" 2013 2013 "Florida" "Mortality from coronary heart disease" "27964"
"107852" 2013 2013 "Georgia" "Mortality from coronary heart disease" "7662"
"107970" 2013 2013 "Hawaii" "Mortality from coronary heart disease" "1225"
"108089" 2013 2013 "Iowa" "Mortality from coronary heart disease" "4825"
"108209" 2013 2013 "Idaho" "Mortality from coronary heart disease" "1396"
"108330" 2013 2013 "Illinois" "Mortality from coronary heart disease" "14140"
"108450" 2013 2013 "Indiana" "Mortality from coronary heart disease" "7996"
"108573" 2013 2013 "Kansas" "Mortality from coronary heart disease" "2997"
"108691" 2013 2013 "Kentucky" "Mortality from coronary heart disease" "5670"
"108812" 2013 2013 "Louisiana" "Mortality from coronary heart disease" "5342"
"108930" 2013 2013 "Massachusetts" "Mortality from coronary heart disease" "6876"
"109053" 2013 2013 "Maryland" "Mortality from coronary heart disease" "6878"
"109170" 2013 2013 "Maine" "Mortality from coronary heart disease" "1655"
"109290" 2013 2013 "Michigan" "Mortality from coronary heart disease" "15452"
"109408" 2013 2013 "Minnesota" "Mortality from coronary heart disease" "4195"
"109531" 2013 2013 "Missouri" "Mortality from coronary heart disease" "8493"
"109650" 2013 2013 "Mississippi" "Mortality from coronary heart disease" "3772"
"109770" 2013 2013 "Montana" "Mortality from coronary heart disease" "1128"
"109890" 2013 2013 "North Carolina" "Mortality from coronary heart disease" "10792"
"109981" 2013 2013 "Nebraska" "Mortality from coronary heart disease" "1757"
"110011" 2013 2013 "North Dakota" "Mortality from coronary heart disease" "890"
"110249" 2013 2013 "New Hampshire" "Mortality from coronary heart disease" "1479"
"110370" 2013 2013 "New Jersey" "Mortality from coronary heart disease" "11474"
"110490" 2013 2013 "New Mexico" "Mortality from coronary heart disease" "2314"
"110611" 2013 2013 "Nevada" "Mortality from coronary heart disease" "2813"
"110731" 2013 2013 "New York" "Mortality from coronary heart disease" "31184"
"110850" 2013 2013 "Ohio" "Mortality from coronary heart disease" "16273"
"110970" 2013 2013 "Oklahoma" "Mortality from coronary heart disease" "6340"
"111090" 2013 2013 "Oregon" "Mortality from coronary heart disease" "3441"
"111209" 2013 2013 "Pennsylvania" "Mortality from coronary heart disease" "18677"
"111330" 2013 2013 "Rhode Island" "Mortality from coronary heart disease" "1646"
"111451" 2013 2013 "South Carolina" "Mortality from coronary heart disease" "5370"
"111541" 2013 2013 "Tennessee" "Mortality from coronary heart disease" "9887"
"111571" 2013 2013 "South Dakota" "Mortality from coronary heart disease" "1135"
"111811" 2013 2013 "Texas" "Mortality from coronary heart disease" "24024"
"111929" 2013 2013 "United States" "Mortality from coronary heart disease" "370213"
"111944" 2013 2013 "Utah" "Mortality from coronary heart disease" "1537"
"112062" 2013 2013 "Virginia" "Mortality from coronary heart disease" "7517"
"112183" 2013 2013 "Vermont" "Mortality from coronary heart disease" "815"
"112305" 2013 2013 "Washington" "Mortality from coronary heart disease" "6460"
"112422" 2013 2013 "Wisconsin" "Mortality from coronary heart disease" "6754"
"112542" 2013 2013 "West Virginia" "Mortality from coronary heart disease" "2934"
"112662" 2013 2013 "Wyoming" "Mortality from coronary heart disease" "517"
